key,10
#,Icon
int32,Image
0,0
1,65002
2,20001
3,20003
4,20004
5,20006
6,20005
7,20002
8,20007
9,20009
10,20010
11,20012
12,20011
13,20008
14,20013
15,20015
16,20016
17,20018
18,20017
19,20014
20,65004
21,65005
22,65006
23,65012
24,65013
25,65014
26,65022
27,65024
28,65023
29,65025
30,65032
31,65033
32,65038
33,65041
34,65045
35,65046
36,65062
37,65065
38,65066
39,65067
40,65075
41,65083
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,30409
101,30411
102,30401
103,30414
104,30414
105,30403
106,30413
107,30414
108,30414
109,30417
110,30410
111,30412
112,30402
113,30414
114,30414
115,30419
116,30404
117,30415
118,30405
119,30418
120,30420
121,30416
122,30424
123,30423
124,31005
125,31008
126,31013
127,31009
128,31015
129,31006
130,31012
131,31014
132,31010
133,31001
134,31007
135,31001
136,31001
137,31011
138,31016
139,31401
140,31403
141,31405
142,31407
143,31402
144,31404
145,31406
146,31408
147,31410
148,31412
149,31416
150,31413
151,31411
152,31806
153,31810
154,31811
155,31815
156,31807
157,31803
158,31812
159,31817
160,31808
161,31814
162,31813
163,31818
164,31804
165,31809
166,32201
167,32205
168,32202
169,32210
170,32207
171,32203
172,32215
173,32211
174,32206
175,32209
176,32218
177,32213
178,32208
179,32214
180,32221
181,32217
182,32401
183,32403
184,32405
185,32406
186,32407
187,32408
188,32409
189,32410
190,32402
191,32412
192,32405
193,32406
194,32407
195,32408
196,32409
197,32410
198,32411
199,32404
200,32405
201,32406
202,32407
203,32408
204,32409
205,32410
206,32601
207,32602
208,32607
209,32603
210,32608
211,32612
212,32604
213,32615
214,32609
215,32614
216,32605
217,32610
218,32617
219,32801
220,32802
221,32812
222,32803
223,32807
224,32804
225,32811
226,32805
227,32808
228,32809
229,32810
230,32813
231,32814
232,32815
233,33001
234,33002
235,33003
236,33003
237,30017
238,30021
239,30001
240,30004
241,30019
242,30007
243,30022
244,30011
245,30005
246,30003
247,30023
248,30002
249,30008
250,30006
251,30015
252,30013
253,30024
254,30012
255,30016
256,30010
257,30014
258,30025
259,35002
260,35003
261,35003
262,35004
263,35006
264,35007
265,35005
266,35051
267,35052
268,35053
269,35101
270,35103
271,35103
272,35102
273,35104
274,35105
275,35107
276,35151
277,35152
278,35152
279,35201
280,35204
281,35204
282,35202
283,35205
284,35206
285,35206
286,35251
287,35252
288,35255
289,35302
290,35304
291,35304
292,35303
293,35303
294,35305
295,35306
296,35351
297,35352
298,35353
299,35401
300,35402
301,35402
302,35405
303,35406
304,35403
305,35405
306,35451
307,35452
308,35453
309,35501
310,35509
311,35502
312,35507
313,35503
314,35508
315,35551
316,35553
317,35552
318,35554
319,35601
320,35602
321,35601
322,35603
323,35605
324,35607
325,35606
326,35651
327,35652
328,35655
329,35701
330,35702
331,35708
332,35703
333,35705
334,35707
335,35706
336,35751
337,35752
338,35753
339,38001
340,38004
341,38008
342,38002
343,38006
344,38007
345,38005
346,38051
347,38052
348,38054
349,38101
350,38105
351,38107
352,38104
353,38102
354,38102
355,38106
356,38151
357,38152
358,38155
359,38202
360,38204
361,38208
362,38201
363,38205
364,38206
365,38209
366,40321
367,40570
368,41323
369,40363
370,40541
371,40542
372,40301
373,40302
374,40303
375,40304
376,40537
377,40315
378,40336
379,40338
380,40337
381,40349
382,40350
383,40351
384,40352
385,40501
386,40502
387,40503
388,40504
389,40515
390,40516
391,40517
392,40518
393,41207
394,40538
395,40322
396,40323
397,40324
398,40325
399,40584
400,40584
401,40584
402,40543
403,40544
404,40545
405,40014
406,40561
407,40562
408,40563
409,40305
410,40306
411,40307
412,40308
413,40309
414,41301
415,41302
416,41303
417,41001
418,41002
419,41003
420,41004
421,41005
422,41006
423,40339
424,40340
425,40341
426,40342
427,40343
428,40008
429,40353
430,40354
431,40355
432,40356
433,40357
434,40505
435,40506
436,40507
437,40508
438,40509
439,40020
440,41315
441,41309
442,41310
443,41318
444,41204
445,40539
446,40326
447,40327
448,40328
449,40329
450,40330
451,40584
452,40584
453,40546
454,40547
455,40548
456,40549
457,40550
458,40012
459,40016
460,40017
461,40564
462,40565
463,40566
464,40310
465,40311
466,40312
467,40313
468,40314
469,41304
470,41305
471,41007
472,41008
473,41009
474,41010
475,41011
476,41012
477,40344
478,40345
479,40346
480,40347
481,40348
482,40009
483,40510
484,40511
485,40512
486,40513
487,40514
488,41311
489,41312
490,40021
491,40519
492,40520
493,40521
494,40522
495,40523
496,41319
497,41205
498,40024
499,40540
500,40653
501,40651
502,40652
503,40650
504,40585
505,40585
506,40585
507,40585
508,40551
509,40552
510,40553
511,40554
512,40555
513,40013
514,40078
515,40077
516,40075
517,40076
518,40587
519,40588
520,40589
521,40590
522,40591
523,40316
524,40317
525,40318
526,40319
527,40320
528,41306
529,41307
530,41013
531,41014
532,41015
533,41016
534,41017
535,41018
536,40010
537,40358
538,40360
539,40362
540,40359
541,40361
542,40532
543,40533
544,40534
545,40535
546,40536
547,41313
548,41314
549,40022
550,40524
551,40525
552,40526
553,40527
554,40528
555,41320
556,41206
557,40025
558,40001
559,40331
560,40332
561,40333
562,40334
563,40335
564,40556
565,40557
566,40558
567,40559
568,40560
569,40069
570,40074
571,40070
572,40073
573,40072
574,40071
575,40567
576,40568
577,40569
578,40592
579,40593
580,40594
581,40595
582,40596
583,41019
584,41020
585,41021
586,41022
587,41023
588,41024
589,41209
590,40011
591,40579
592,40580
593,40581
594,40582
595,40583
596,40022
597,40026
598,40066
599,40068
600,40067
601,40065
602,41025
603,41026
604,41027
605,41028
606,41029
607,41030
608,40002
609,40004
610,40005
611,40606
612,40607
613,40608
614,40609
615,40610
616,42068
617,42083
618,42070
619,42256
620,42254
621,42255
622,42101
623,42115
624,43025
625,42082
626,43061
627,42135
628,42164
629,42016
630,42017
631,42018
632,42019
633,42136
634,42137
635,42138
636,42139
637,42303
638,42151
639,42152
640,42153
641,42030
642,42031
643,42032
644,42033
645,42116
646,42117
647,42118
648,42119
649,43167
650,43043
651,43044
652,43045
653,42012
654,42013
655,42014
656,42015
657,42044
658,42045
659,42046
660,42047
661,42169
662,42170
663,42171
664,42172
665,42067
666,42102
667,42103
668,42104
669,42066
670,42084
671,42085
672,43003
673,43012
674,43069
675,42020
676,42021
677,42022
678,42023
679,42024
680,42140
681,42141
682,42142
683,42143
684,42144
685,42304
686,42155
687,42156
688,42157
689,42158
690,43122
691,43130
692,43120
693,43123
694,43004
695,43005
696,42034
697,42035
698,42036
699,42037
700,42038
701,42120
702,42121
703,42122
704,42123
705,42124
706,43113
707,43114
708,43501
709,43502
710,43503
711,43504
712,43026
713,43027
714,43028
715,43168
716,43047
717,43048
718,43049
719,43050
720,42001
721,42002
722,42003
723,42004
724,42005
725,42048
726,42049
727,42050
728,42051
729,42052
730,42278
731,42277
732,42077
733,42268
734,42173
735,42174
736,42175
737,42176
738,42177
739,42105
740,42106
741,42107
742,42108
743,42109
744,42086
745,42087
746,42088
747,42089
748,42090
749,43013
750,43014
751,43015
752,43016
753,43062
754,42025
755,42026
756,42027
757,42028
758,42029
759,42145
760,42146
761,42147
762,42148
763,42149
764,42159
765,42160
766,42161
767,42162
768,42163
769,43121
770,43115
771,43132
772,43117
773,43125
774,43134
775,43112
776,42039
777,42040
778,42041
779,42042
780,42043
781,42125
782,42126
783,42127
784,42128
785,42129
786,43505
787,43506
788,43507
789,43508
790,43509
791,43147
792,43146
793,43144
794,43145
795,43051
796,43052
797,43053
798,43054
799,43055
800,42006
801,42007
802,42008
803,42009
804,42010
805,42053
806,42054
807,42055
808,42056
809,42057
810,42079
811,42273
812,42276
813,42274
814,42275
815,43038
816,43140
817,43143
818,43141
819,43142
820,42178
821,42179
822,42180
823,42181
824,42182
825,42091
826,42092
827,42093
828,42094
829,42095
830,43017
831,43018
832,43019
833,43020
834,42193
835,42194
836,42195
837,42196
838,42197
839,43129
840,43126
841,43124
842,43118
843,43116
844,43006
845,43007
846,43008
847,43009
848,42071
849,42072
850,42073
851,42074
852,42075
853,42130
854,42131
855,42132
856,42133
857,42134
858,43510
859,43511
860,43512
861,43513
862,43514
863,43030
864,43031
865,43032
866,43033
867,43056
868,43057
869,43058
870,43059
871,43060
872,42058
873,42059
874,42060
875,42061
876,42062
877,42080
878,42280
879,42282
880,42281
881,42279
882,43039
883,43104
884,43103
885,43102
886,43105
887,42801
888,42813
889,42815
890,42814
891,42812
892,42110
893,42111
894,42112
895,42113
896,42114
897,42096
898,42097
899,42098
900,42099
901,42100
902,43021
903,43022
904,43023
905,43024
906,42198
907,42199
908,42200
909,42201
910,42202
911,43128
912,43133
913,43127
914,43119
915,43131
916,43138
917,43137
918,43135
919,43136
920,42185
921,42186
922,42187
923,42188
924,42189
925,43515
926,43516
927,43517
928,43518
929,43519
930,43034
931,43035
932,43036
933,43037
934,42081
935,42272
936,42269
937,42270
938,42271
939,43040
940,43110
941,43107
942,43108
943,43109
944,42802
945,42804
946,42805
947,42312
948,42195
949,42197
950,42196
951,42194
952,45220
953,45221
954,45222
955,45066
956,45072
957,45078
958,45219
959,45125
960,45217
961,45218
962,45115
963,45093
964,45034
965,45035
966,45036
967,45037
968,45048
969,45049
970,45050
971,45051
972,45001
973,45004
974,45002
975,45003
976,45079
977,45080
978,45081
979,45082
980,45135
981,45136
982,45137
983,45138
984,45064
985,45105
986,45106
987,45062
988,45063
989,45038
990,45039
991,45040
992,45041
993,45042
994,45094
995,45095
996,45052
997,45053
998,45054
999,45055
1000,45056
1001,45005
1002,45007
1003,45008
1004,45009
1005,45006
1006,45083
1007,45084
1008,45085
1009,45086
1010,45087
1011,45237
1012,45127
1013,45247
1014,45248
1015,45116
1016,45139
1017,45140
1018,45141
1019,45143
1020,45142
1021,45015
1022,45016
1023,45017
1024,45018
1025,45107
1026,45108
1027,45109
1028,45110
1029,45099
1030,45100
1031,45043
1032,45044
1033,45045
1034,45046
1035,45047
1036,45096
1037,45246
1038,45057
1039,45058
1040,45059
1041,45060
1042,45061
1043,45010
1044,45012
1045,45013
1046,45014
1047,45011
1048,45129
1049,45242
1050,45245
1051,45243
1052,45244
1053,45117
1054,45144
1055,45145
1056,45146
1057,45147
1058,45148
1059,45019
1060,45020
1061,45021
1062,45022
1063,45023
1064,45101
1065,45102
1066,45150
1067,45151
1068,45152
1069,45153
1070,45154
1071,45067
1072,45068
1073,45069
1074,45070
1075,45071
1076,45097
1077,45098
1078,45073
1079,45074
1080,45075
1081,45076
1082,45077
1083,45088
1084,45089
1085,45090
1086,45091
1087,45092
1088,45130
1089,45251
1090,45253
1091,45252
1092,45250
1093,45118
1094,45119
1095,45120
1096,45121
1097,45122
1098,45024
1099,45025
1100,45026
1101,45027
1102,45028
